Country,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,New_Recovered,Active_Cases,Serious_Critical,Tot_Cases/1M_pop,Deaths/1M_pop,Total_Tests,Tests/1M_pop,Population,Region,Day
Ukraine,1961956,8940.0,40367,367.0,1499752,12075.0,421837,177.0,45079,928.0,8958482,205836,43522336,Europe,20-04-2021
Peru,1719088,11301.0,57954,417.0,1645100,8814.0,16034,2580.0,51564,1738.0,10524419,315680,33338918,South America,20-04-2021
Indonesia,1614849,5549.0,43777,210.0,1468142,6728.0,102930,0.0,5854,159.0,13891160,50360,275838089,Asia,20-04-2021
Czechia,1606030,3301.0,28640,36.0,1515106,153.0,62284,888.0,149747,2670.0,15989327,1490856,10724928,Europe,20-04-2021
South Africa,1568366,853.0,53887,130.0,1494630,3754.0,19849,546.0,26180,900.0,10379089,173255,59906596,Africa,20-04-2021
Netherlands,1417772,6822.0,16965,27.0,1184607,6943.0,216200,821.0,82595,988.0,11781337,686346,17165301,Europe,20-04-2021
Canada,1139043,7270.0,23713,46.0,1027458,7679.0,87872,1167.0,29969,624.0,30168562,793761,38007134,North America,20-04-2021
Chile,1136435,5095.0,25317,40.0,1067662,6836.0,43456,3372.0,59043,1315.0,12472168,647985,19247606,South America,20-04-2021
Romania,1034003,2931.0,26618,237.0,950242,5468.0,57143,1432.0,54039,1391.0,7950663,415517,19134403,Europe,20-04-2021
Iraq,993158,8208.0,15060,34.0,870927,6888.0,107171,486.0,24258,368.0,8891116,217167,40941346,Asia,20-04-2021
Philippines,953106,7379.0,16141,93.0,809959,21664.0,127006,750.0,8606,146.0,11242391,101514,110746960,Asia,20-04-2021
Belgium,951626,1630.0,23782,35.0,804194,0.0,123650,931.0,81825,2045.0,12004992,1032237,11630075,Europe,20-04-2021
Sweden,916830,0.0,13825,36.0,741752,1578.0,161253,416.0,90330,1362.0,8151774,803151,10149737,Europe,20-04-2021
Israel,837357,139.0,6345,4.0,828902,216.0,2110,175.0,91041,690.0,14014683,1523734,9197590,Asia,20-04-2021
Portugal,831645,424.0,16951,5.0,790118,902.0,24576,113.0,81752,1666.0,9851332,968398,10172808,Europe,20-04-2021
Pakistan,766882,5445.0,16453,137.0,667131,4286.0,83298,4494.0,3419,73.0,11272531,50254,224312593,Asia,20-04-2021
Hungary,754833,1645.0,25580,199.0,461181,2969.0,268072,980.0,78297,2653.0,5157082,534932,9640633,Europe,20-04-2021
Bangladesh,727780,4559.0,10588,91.0,628111,6811.0,89081,0.0,4384,64.0,5221275,31453,166002634,Asia,20-04-2021
Jordan,692181,2699.0,8372,64.0,649718,5232.0,34091,729.0,67305,814.0,6522141,634190,10284207,Asia,20-04-2021
Serbia,667937,2965.0,6058,32.0,599380,4775.0,62499,219.0,76694,696.0,3711555,426171,8709068,Europe,20-04-2021
Switzerland,639445,2141.0,10532,11.0,570159,0.0,58754,218.0,73454,1210.0,6633770,762035,8705330,Europe,20-04-2021
Austria,597566,2026.0,9959,37.0,560492,3025.0,27115,565.0,66047,1101.0,29335166,3242318,9047592,Europe,20-04-2021
Japan,537317,2908.0,9671,30.0,486076,3024.0,41570,769.0,4259,77.0,11007803,87249,126165185,Asia,20-04-2021
Lebanon,513006,1608.0,6995,36.0,432548,2950.0,73463,769.0,75433,1029.0,3852611,566489,6800861,Asia,20-04-2021
Morocco,506669,720.0,8959,7.0,492725,625.0,4985,261.0,13598,240.0,6176260,165759,37260477,Africa,20-04-2021
UAE,500860,1903.0,1559,3.0,483180,1854.0,16121,0.0,50156,156.0,42101280,4216043,9985970,Asia,20-04-2021
Saudi Arabia,407010,1070.0,6846,12.0,390538,940.0,9626,1105.0,11547,194.0,16293609,462271,35246885,Asia,20-04-2021
Bulgaria,390911,2096.0,15518,106.0,314273,3351.0,61120,765.0,56602,2247.0,2391777,346316,6906335,Europe,20-04-2021
Malaysia,379473,2341.0,1389,3.0,356816,1592.0,21268,249.0,11606,42.0,8718106,266629,32697551,Asia,20-04-2021
Slovakia,376709,642.0,11244,72.0,255300,0.0,110165,430.0,68972,2059.0,2513141,460133,5461766,Europe,20-04-2021
Panama,361319,275.0,6192,3.0,351228,393.0,3899,105.0,82700,1417.0,2312363,529265,4369010,North America,20-04-2021
Ecuador,361154,591.0,17744,41.0,309541,0.0,33869,644.0,20225,994.0,1231653,68973,17857054,South America,20-04-2021
Belarus,345998,888.0,2443,10.0,336227,742.0,7328,0.0,36626,259.0,5685902,601885,9446826,Europe,20-04-2021
Greece,320629,3750.0,9627,87.0,278690,3137.0,32312,847.0,30883,927.0,7568084,728955,10382100,Europe,20-04-2021
Croatia,310306,2106.0,6643,42.0,289664,1877.0,13999,213.0,75964,1626.0,1713174,419393,4084894,Europe,20-04-2021
Azerbaijan,303858,2197.0,4203,34.0,267485,1946.0,32170,0.0,29754,412.0,3128656,306360,10212350,Asia,20-04-2021
Georgia,297728,1792.0,3959,10.0,282237,663.0,11532,0.0,74749,994.0,3916479,983296,3983013,Asia,20-04-2021
Kazakhstan,292250,2530.0,3436,30.0,250180,2084.0,38634,221.0,15417,181.0,9624583,507724,18956336,Asia,20-04-2021
Bolivia,290362,1296.0,12666,18.0,239194,999.0,38502,71.0,24606,1073.0,1058977,89742,11800288,South America,20-04-2021
Tunisia,289230,2169.0,9918,93.0,239104,2511.0,40208,483.0,24269,832.0,1240902,104124,11917582,Africa,20-04-2021
Nepal,287567,1667.0,3102,11.0,275806,251.0,8659,0.0,9730,105.0,2360557,79870,29554944,Asia,20-04-2021
Palestine,284280,2010.0,3078,31.0,251663,2281.0,29539,165.0,54713,592.0,1691240,325499,5195830,Asia,20-04-2021
Dominican Republic,261848,317.0,3426,4.0,219262,274.0,39160,177.0,23946,313.0,1374857,125730,10934977,North America,20-04-2021
Kuwait,259868,1371.0,1468,12.0,243056,1360.0,15344,248.0,60140,340.0,2236571,517602,4321028,Asia,20-04-2021
Paraguay,255046,2603.0,5470,86.0,209754,1951.0,39822,521.0,35410,759.0,1033135,143439,7202601,South America,20-04-2021
Moldova,246691,453.0,5616,25.0,233281,953.0,7794,262.0,61268,1395.0,943661,234367,4026427,Europe,20-04-2021
Ethiopia,245155,1524.0,3439,47.0,181935,1290.0,59781,965.0,2091,29.0,2514749,21452,117229360,Africa,20-04-2021
Ireland,244297,386.0,4847,11.0,225763,768.0,13687,47.0,49037,973.0,4313778,865888,4981913,Europe,20-04-2021
Denmark,244065,691.0,2463,4.0,232191,563.0,9411,38.0,42018,424.0,32675839,5625458,5808565,Europe,20-04-2021
Lithuania,235383,1138.0,3785,9.0,213118,1615.0,18480,196.0,87449,1406.0,2632659,978083,2691652,Europe,20-04-2021
Slovenia,233031,718.0,4172,5.0,216528,267.0,12331,157.0,112079,2007.0,1135283,546028,2079167,Europe,20-04-2021
Costa Rica,231967,1130.0,3104,5.0,199166,1324.0,29697,269.0,45206,605.0,919324,179158,5131361,North America,20-04-2021
Egypt,218041,855.0,12820,42.0,164368,556.0,40853,90.0,2099,123.0,2677262,25774,103873875,Africa,20-04-2021
Guatemala,214700,1651.0,7279,38.0,192519,1027.0,14902,5.0,11810,400.0,1176613,64720,18179938,North America,20-04-2021
Armenia,209485,667.0,3919,24.0,189688,671.0,15878,0.0,70589,1321.0,942001,317419,2967689,Asia,20-04-2021
Honduras,201677,742.0,4963,6.0,76339,0.0,120375,576.0,20107,495.0,562923,56122,10030403,North America,20-04-2021
Qatar,198361,885.0,391,5.0,175431,733.0,22539,459.0,70646,139.0,1849568,658724,2807805,Asia,20-04-2021
Bosnia and Herzegovina,191876,722.0,8025,87.0,149273,1127.0,34578,0.0,58778,2458.0,872381,267241,3264397,Europe,20-04-2021
Venezuela,185736,1141.0,1944,19.0,168418,1592.0,15374,289.0,6547,69.0,3359014,118395,28371170,South America,20-04-2021
Oman,182693,1263.0,1909,19.0,162656,986.0,18128,263.0,35066,366.0,1550000,297509,5209934,Asia,20-04-2021
Libya,173089,625.0,2919,11.0,158352,694.0,11818,0.0,24919,420.0,935070,134620,6945974,Africa,20-04-2021
Uruguay,169327,2294.0,2022,51.0,139590,3286.0,27715,522.0,48610,580.0,1657931,475954,3483388,South America,20-04-2021
Bahrain,166157,1039.0,605,5.0,154711,1040.0,10841,95.0,95032,346.0,3934735,2250430,1748437,Asia,20-04-2021
Nigeria,164423,120.0,2061,0.0,154406,22.0,7956,11.0,782,10.0,1870915,8900,210204747,Africa,20-04-2021
Kenya,152523,629.0,2519,18.0,103838,1560.0,46166,250.0,2788,46.0,1611679,29456,54714776,Africa,20-04-2021
North Macedonia,147995,766.0,4509,31.0,124828,1118.0,18658,124.0,71039,2164.0,695267,333733,2083305,Europe,20-04-2021
Albania,129842,148.0,2353,6.0,102601,430.0,24888,18.0,45158,818.0,608285,211557,2875272,Europe,20-04-2021
Algeria,119992,187.0,3165,5.0,83636,122.0,33191,19.0,2697,71.0,230861,5190,44482821,Africa,20-04-2021
Estonia,118317,536.0,1104,4.0,103586,1360.0,13627,52.0,89144,832.0,1239887,934177,1327251,Europe,20-04-2021
S. Korea,115195,549.0,1802,1.0,105227,753.0,8166,109.0,2245,35.0,8458592,164870,51304613,Asia,20-04-2021
Latvia,112224,688.0,2071,15.0,102290,116.0,7863,78.0,60032,1108.0,2143828,1146805,1869392,Europe,20-04-2021
Norway,108342,314.0,709,0.0,88952,0.0,18681,47.0,19860,130.0,5009274,918257,5455197,Europe,20-04-2021
Sri Lanka,97472,367.0,620,0.0,93547,173.0,3305,0.0,4537,29.0,2374627,110524,21485260,Asia,20-04-2021
Montenegro,95894,199.0,1441,3.0,91403,284.0,3050,69.0,152666,2294.0,363212,578243,628130,Europe,20-04-2021
Cuba,95754,1183.0,538,7.0,90067,994.0,5149,59.0,8458,48.0,3407708,301006,11321062,North America,20-04-2021
Kyrgyzstan,92320,225.0,1557,2.0,87229,173.0,3534,25.0,13966,236.0,940464,142276,6610130,Asia,20-04-2021
Zambia,91042,100.0,1236,0.0,88900,40.0,906,43.0,4844,66.0,1355385,72122,18793052,Africa,20-04-2021
Uzbekistan,87225,243.0,639,1.0,84533,226.0,2053,23.0,2576,19.0,1377915,40698,33856766,Asia,20-04-2021
Finland,84501,214.0,893,2.0,46000,0.0,37608,36.0,15232,161.0,4300110,775126,5547630,Europe,20-04-2021
Mozambique,69309,81.0,802,2.0,62323,8.0,6184,43.0,2169,25.0,505597,15824,31951225,Africa,20-04-2021
El Salvador,67851,149.0,2082,4.0,63982,110.0,1787,60.0,10419,320.0,892504,137046,6512447,North America,20-04-2021
Luxembourg,65319,175.0,786,0.0,61594,55.0,2939,30.0,103009,1240.0,2579916,4068569,634109,Europe,20-04-2021
Singapore,60865,14.0,30,0.0,60540,37.0,295,1.0,10339,5.0,9278789,1576096,5887197,Asia,20-04-2021
Afghanistan,58214,176.0,2557,2.0,52272,28.0,3385,1124.0,1469,65.0,384922,9714,39626561,Asia,20-04-2021
Cyprus,58022,941.0,295,1.0,39061,0.0,18666,68.0,47778,243.0,4455645,3669006,1214401,Asia,20-04-2021
Namibia,46875,102.0,608,4.0,44953,193.0,1314,33.0,18185,236.0,373669,144967,2577618,Africa,20-04-2021
Ivory Coast,45614,44.0,275,1.0,45199,38.0,140,0.0,1696,10.0,573182,21309,26898002,Africa,20-04-2021
Thailand,45185,1443.0,108,4.0,28958,171.0,16119,1.0,646,2.0,8124896,116169,69940535,Asia,20-04-2021
Jamaica,44254,118.0,738,11.0,19962,130.0,23554,29.0,14893,248.0,317507,106850,2971533,North America,20-04-2021
Uganda,41422,26.0,341,2.0,40898,0.0,183,24.0,883,7.0,991038,21137,46887088,Africa,20-04-2021
Senegal,39836,15.0,1095,4.0,38600,61.0,141,17.0,2330,64.0,466228,27273,17094772,Africa,20-04-2021
Zimbabwe,37875,16.0,1554,1.0,35058,27.0,1263,12.0,2519,103.0,402475,26768,15035793,Africa,20-04-2021
Malawi,33968,9.0,1142,3.0,31810,36.0,1016,15.0,1740,58.0,227956,11676,19523091,Africa,20-04-2021
Madagascar,33202,404.0,563,11.0,26291,274.0,6348,319.0,1175,20.0,169863,6011,28257209,Africa,20-04-2021
Sudan,32546,302.0,2287,6.0,26248,161.0,4011,0.0,729,51.0,232965,5216,44664346,Africa,20-04-2021
Malta,30039,13.0,411,2.0,29065,62.0,563,0.0,67887,929.0,849165,1919073,442487,Europe,20-04-2021
Australia,29559,16.0,910,0.0,26454,13.0,2195,0.0,1149,35.0,16413981,637769,25736547,Australia/Oceania,20-04-2021
DRC,29084,79.0,748,3.0,26108,267.0,2228,0.0,317,8.0,145261,1584,91722743,Africa,20-04-2021
Maldives,26667,162.0,71,1.0,23803,112.0,2793,68.0,48650,130.0,692619,1263578,548141,Asia,20-04-2021
Angola,24661,143.0,565,2.0,22647,47.0,1449,23.0,732,17.0,445121,13217,33677562,Africa,20-04-2021
Mongolia,24195,1311.0,51,2.0,12860,459.0,11284,88.0,7287,15.0,2576921,776077,3320445,Asia,20-04-2021
Rwanda,24005,71.0,327,1.0,22560,152.0,1118,6.0,1818,25.0,1264616,95749,13207678,Africa,20-04-2021
Guinea,21633,21.0,139,1.0,18991,18.0,2503,24.0,1612,10.0,421175,31394,13415948,Africa,20-04-2021
Syria,21433,154.0,1468,12.0,15088,130.0,4877,0.0,1201,82.0,103566,5806,17838986,Asia,20-04-2021
Cabo Verde,20781,154.0,194,1.0,18350,159.0,2237,23.0,37055,346.0,142081,253346,560819,Africa,20-04-2021
Mayotte,19849,92.0,169,1.0,2964,0.0,16716,7.0,71385,608.0,165683,595866,278054,Africa,20-04-2021
Réunion,19343,918.0,141,6.0,17653,859.0,1549,36.0,21482,157.0,100098,111167,900431,Africa,20-04-2021
French Polynesia,18720,12.0,141,0.0,4842,0.0,13737,4.0,66334,500.0,26355,93388,282210,Australia/Oceania,20-04-2021
Eswatini,18417,0.0,671,0.0,17718,3.0,28,3.0,15744,574.0,178676,152744,1169777,Africa,20-04-2021
Mauritania,18156,14.0,454,0.0,17519,20.0,183,14.0,3825,96.0,223135,47007,4746840,Africa,20-04-2021
Mali,13246,101.0,444,3.0,7613,120.0,5189,0.0,639,21.0,247184,11933,20714145,Africa,20-04-2021
Burkina Faso,13167,19.0,155,1.0,12812,39.0,200,0.0,616,7.0,177733,8321,21358829,Africa,20-04-2021
Andorra,12874,69.0,123,0.0,12285,82.0,466,29.0,166408,1590.0,193595,2502391,77364,Europe,20-04-2021
Togo,12610,57.0,121,1.0,10350,120.0,2139,0.0,1495,14.0,301831,35791,8433191,Africa,20-04-2021
Belize,12568,10.0,318,0.0,12161,5.0,89,1.0,31156,788.0,111668,276826,403387,North America,20-04-2021
Guyana,11972,71.0,273,2.0,10297,51.0,1402,13.0,15162,346.0,108883,137897,789595,South America,20-04-2021
Hong Kong,11704,8.0,209,0.0,11286,12.0,209,3.0,1551,28.0,11193673,1483451,7545696,Asia,20-04-2021
Martinique,10611,721.0,68,4.0,98,0.0,10445,24.0,28294,181.0,149454,398511,375031,North America,20-04-2021
Djibouti,10557,47.0,123,4.0,9607,222.0,827,0.0,10563,123.0,144891,144967,999479,Africa,20-04-2021
Aruba,10399,54.0,94,2.0,9932,70.0,373,14.0,97069,877.0,141669,1322403,107130,North America,20-04-2021
Suriname,9687,70.0,188,0.0,8900,38.0,599,19.0,16395,318.0,47668,80678,590841,South America,20-04-2021
Trinidad and Tobago,9135,171.0,157,3.0,7996,20.0,982,8.0,6510,112.0,122901,87591,1403124,North America,20-04-2021
Benin,7720,109.0,97,2.0,7510,782.0,113,35.0,624,8.0,581843,47015,12375703,Africa,20-04-2021
Cambodia,7444,431.0,49,4.0,2555,31.0,4840,0.0,440,3.0,811284,47994,16903887,Asia,20-04-2021
Iceland,6350,21.0,29,0.0,6208,5.0,113,3.0,18512,85.0,577345,1683133,343018,Europe,20-04-2021
CAR,5929,142.0,79,4.0,5112,0.0,738,2.0,1211,16.0,40907,8354,4896784,Africa,20-04-2021
Yemen,5918,60.0,1138,6.0,2281,20.0,2499,23.0,195,37.0,22934,756,30349225,Asia,20-04-2021
Gambia,5784,64.0,170,0.0,5225,35.0,389,3.0,2341,69.0,61900,25055,2470613,Africa,20-04-2021
Niger,5140,3.0,191,1.0,4795,16.0,154,23.0,206,8.0,96087,3859,24900476,Africa,20-04-2021
San Marino,5040,8.0,88,0.0,4755,7.0,197,5.0,148288,2589.0,58537,1722284,33988,Europe,20-04-2021
Seychelles,5012,36.0,25,0.0,4535,34.0,452,0.0,50711,253.0,21504,217575,98835,Africa,20-04-2021
Saint Lucia,4419,0.0,69,0.0,4265,5.0,85,1.0,23977,374.0,38924,211199,184300,North America,20-04-2021
Sierra Leone,4041,3.0,79,0.0,2857,6.0,1105,0.0,499,10.0,119155,14699,8106291,Africa,20-04-2021
Barbados,3793,9.0,44,0.0,3692,11.0,57,0.0,13186,153.0,149423,519449,287657,North America,20-04-2021
Guinea-Bissau,3713,1.0,66,0.0,3170,28.0,477,9.0,1852,33.0,62111,30978,2005027,Africa,20-04-2021
Eritrea,3548,11.0,10,0.0,3341,7.0,197,0.0,990,3.0,23693,6608,3585649,Africa,20-04-2021
Liechtenstein,2836,13.0,56,0.0,2698,5.0,82,6.0,74210,1465.0,32252,843940,38216,Europe,20-04-2021
Vietnam,2800,9.0,35,0.0,2490,15.0,275,0.0,29,0.4,2598753,26507,98039824,Asia,20-04-2021
New Zealand,2597,1.0,26,0.0,2485,17.0,86,0.0,519,5.0,1978011,395436,5002100,Australia/Oceania,20-04-2021
Monaco,2413,9.0,31,0.0,2306,2.0,76,4.0,61143,786.0,51953,1316432,39465,Europe,20-04-2021
Sao Tome and Principe,2283,8.0,35,0.0,2219,7.0,29,0.0,10265,157.0,12597,56640,222405,Africa,20-04-2021
Sint Maarten,2211,4.0,27,0.0,2161,2.0,23,1.0,51104,624.0,26322,608390,43265,North America,20-04-2021
St. Vincent Grenadines,1819,0.0,10,0.0,1686,9.0,123,2.0,16355,90.0,44286,398173,111223,North America,20-04-2021
Timor-Leste,1452,84.0,2,0.0,727,32.0,723,0.0,1085,1.0,59291,44298,1338472,Asia,20-04-2021
Taiwan,1078,2.0,11,0.0,1038,4.0,29,0.0,45,0.5,513203,21517,23851377,Asia,20-04-2021
Bhutan,966,5.0,1,0.0,883,2.0,82,0.0,1241,1.0,674080,865975,778406,Asia,20-04-2021
Cayman Islands,531,6.0,2,0.0,508,9.0,21,0.0,8004,30.0,87203,1314506,66339,North America,20-04-2021
Wallis and Futuna,439,1.0,5,0.0,44,0.0,390,4.0,39621,451.0,12359,1115433,11080,Australia/Oceania,20-04-2021
Brunei ,223,2.0,3,0.0,210,4.0,10,0.0,506,7.0,118338,268442,440832,Asia,20-04-2021
Vanuatu,4,1.0,1,1.0,1,0.0,2,0.0,13,3.0,470,1502,312859,Australia/Oceania,20-04-2021
China,90541,21.0,4636,0.0,85600,27.0,305,6.0,63,3.0,160000000,111163,1439323776,Asia,21-04-2021
USA,32602051,65057.0,583330,876.0,25177434,73818.0,6841287,10009.0,98031,1754.0,433439646,1303307,332569103,North America,21-04-2021
India,15924806,315802.0,184672,2102.0,13449406,179543.0,2290728,8944.0,11449,133.0,271053392,194871,1390938435,Asia,21-04-2021
Brazil,14122795,71910.0,381687,3157.0,12646132,84443.0,1094976,8318.0,66063,1785.0,28600000,133783,213778290,South America,21-04-2021
France,5374288,34968.0,101881,313.0,4218607,37226.0,1053800,5959.0,82188,1558.0,72936321,1115401,65390220,Europe,21-04-2021
Russia,4727125,8271.0,106706,399.0,4352873,9644.0,267546,2300.0,32381,731.0,126500000,866527,145985055,Europe,21-04-2021
Turkey,4446591,61967.0,36975,362.0,3844342,52213.0,565274,3398.0,52270,435.0,44728595,525785,85070186,Asia,21-04-2021
UK,4395702,2395.0,127327,22.0,4166734,5301.0,101641,300.0,64478,1868.0,146043397,2142220,68173867,Europe,21-04-2021
Italy,3904713,13658.0,117997,364.0,3311267,20552.0,475449,3076.0,64658,1954.0,55885251,925407,60389901,Europe,21-04-2021
Spain,3446072,10232.0,77364,148.0,3151587,4306.0,217121,2288.0,73682,1654.0,44374223,948787,46769420,Europe,21-04-2021
Germany,3208672,27862.0,81382,296.0,2824100,20500.0,303190,4932.0,38198,969.0,52737238,627822,84000346,Europe,21-04-2021
Argentina,2769552,25932.0,60083,291.0,2424675,16822.0,284794,4492.0,60829,1320.0,10421935,228902,45530079,South America,21-04-2021
Poland,2718494,13927.0,63474,741.0,2366230,11578.0,288790,3265.0,71893,1679.0,13767550,364095,37813081,Europe,21-04-2021
Colombia,2701313,17212.0,69596,419.0,2521944,16206.0,109773,5306.0,52637,1356.0,14052886,273830,51319826,South America,21-04-2021
Iran,2311813,24886.0,67913,388.0,1823958,13427.0,419942,4991.0,27243,800.0,14739719,173698,84858374,Asia,21-04-2021
Mexico,2311172,4262.0,213048,582.0,1836377,3245.0,261747,4798.0,17775,1639.0,6438267,49516,130024158,North America,21-04-2021
Ukraine,1974118,12162.0,40796,429.0,1514472,14720.0,418850,177.0,45360,937.0,8996039,206706,43520907,Europe,21-04-2021
Peru,1726806,7718.0,58261,307.0,1653411,8311.0,15134,2628.0,51792,1747.0,10582462,317397,33341429,South America,21-04-2021
Indonesia,1620569,5720.0,44007,230.0,1475456,7314.0,101106,0.0,5875,160.0,14032928,50871,275853884,Asia,21-04-2021
Czechia,1609895,3815.0,28779,60.0,1522017,236.0,59099,861.0,150106,2683.0,16239529,1514170,10725036,Europe,21-04-2021
South Africa,1569935,1569.0,53940,53.0,1495864,1234.0,20131,546.0,26205,900.0,10413180,173812,59910682,Africa,21-04-2021
Netherlands,1426243,8471.0,16982,17.0,1190841,6234.0,218420,817.0,83088,989.0,11781337,686338,17165507,Europe,21-04-2021
Canada,1147464,8421.0,23763,50.0,1037898,10440.0,85803,1312.0,30189,625.0,30274366,796506,38008941,North America,21-04-2021
Chile,1141403,4968.0,25353,36.0,1074827,7165.0,41223,3401.0,59298,1317.0,12508296,649832,19248502,South America,21-04-2021
Romania,1037009,3006.0,26793,175.0,954868,4626.0,55348,1436.0,54198,1400.0,7985507,417353,19133705,Europe,21-04-2021
Iraq,1001854,8696.0,15098,38.0,877309,6382.0,109447,517.0,24468,369.0,8938639,218302,40946290,Asia,21-04-2021
Philippines,962282,9202.0,16265,124.0,829553,19644.0,116464,750.0,8688,147.0,11294085,101974,110754930,Asia,21-04-2021
Belgium,955056,3430.0,23834,52.0,813224,9030.0,117998,946.0,82118,2049.0,12051821,1036239,11630350,Europe,21-04-2021
