Position	Country	Total_Cases	New_Cases	Total_Deaths	New_Deaths	Total_Recovered	New_Recovered	Active_Cases	Serious_Critical	Tot_Cases/1M_pop	Deaths/1M_pop	Total_Tests	Tests/1M_pop	Population	Region	Bla
1	China	90,799	+16	4,636 		85,861	+16	302		63	3	160,000,000	111,163	1,439,323,776 	Asia	15,852310,4679	0.01		0.2
2	USA	33,586,272	+35,827	597,778 	+843	26,620,229	+62,091	6,368,265	8,707	100,957	1,797	461,476,543	1,387,147	332,680,263 	North America	105571	108	3	19,142
3	India	23,702,832	+362,406	258,351 	+4,126	19,728,436	+351,786	3,716,045	8,944	17,031	186	307,583,991	221,011	1,391,716,282 	Asia	595,3875	260	3	2,670
4	Brazil	15,361,686	+76,638	428,256 	+2,545	13,924,217	+77,026	1,009,213	8,318	71,829	2,002	46,970,130	219,625	213,864,852 	South America	144995	358	12	4,719
5	France	5,821,668	+21,498	107,119 	+184	4,960,281	+8,296	754,268	4,583	89,018	1,638	79,684,856	1,218,451	65,398,484 	Europe	116111	329	3	11,533
6	Turkey	5,072,462	+13,029	43,821 	+232	4,801,291	+35,167	227,350	2,827	59,590	515	50,058,648	588,080	85,122,228 	Asia	171,9422	153	3	2,671
7	Russia	4,905,059	+8,217	114,331 	+355	4,518,529	+8,614	272,199	2,300	33,599	783	132,100,000	904,865	145,988,633 	Europe	301,2771	56	2	1,865
8	UK	4,441,974	+2,283	127,640 	+11	4,256,103	+2,736	58,231	138	65,137	1,872	167,749,070	2,459,870	68,194,286 	Europe	155340	33	0.2	854
9	Italy	4,131,075	+7,849	123,544 	+262	3,655,112	+19,023	352,419	1,992	68,412	2,046	61,820,196	1,023,770	60,384,820 	Europe	154891	130	4	5,836
10	Spain	3,592,751	+6,418	79,208 	+108	3,291,156	+7,241	222,387	1,991	76,817	1,694	47,213,067	1,009,463	46,770,455 	Europe	135901	137	2	4,755
11	Germany	3,558,148	+13,833	86,009 	+252	3,220,300	+23,400	251,839	5,049	42,351	1,024	56,836,969	676,504	84,015,677 	Europe	249771	165	3	2,998
12	Argentina	3,215,572	+24,475	68,807 	+496	2,869,341	+14,977	277,424	5,394	70,588	1,510	12,066,534	264,885	45,553,852 	South America	146624	537	11	6,090
13	Colombia	3,048,719	+16,993	79,261 	+490	2,859,627	+11,474	109,831	6,582	59,370	1,544	15,639,108	304,554	51,350,926 	South America	176483	331	10	2,139
14	Poland	2,842,032	+3,948	70,679 	+343	2,582,519	+2,274	188,834	1,859	75,165	1,869	14,960,240	395,661	37,810,712 	Europe	135353	104	9	4,994
15	Iran	2,707,761	+16,409	75,934 	+366	2,162,087	+17,890	469,740	5,501	31,886	894	17,480,333	205,845	84,920,057 	Asia	311,1185	193	4	5,532
16	Mexico	2,368,393	+1,897	219,323 	+234	1,891,052	+2,414	258,018	4,798	18,204	1,686	6,774,089	52,068	130,101,834 	North America	5559319	15	2	1,983
17	Ukraine	2,129,073	+4,538	46,987 	+356	1,797,136	+19,766	284,950	177	48,938	1,080	9,721,036	223,442	43,505,911 	Europe	209264	104	8	6,550
18	Peru	1,865,639	+7,400	64,898 	+207	1,720,665		80,076	2,670	55,911	1,945	11,832,582	354,611	33,367,789 	South America	185143	222	6	2,400
19	Indonesia	1,728,204	+4,608	47,617 	+152	1,584,878	+4,671	95,709		6,261	173	15,410,887	55,833	276,019,737 	Asia	1605,79718	17	0.6	347
20	Czechia	1,648,686	+1,688	29,812 	+29	1,587,374	+123	31,500	345	153,707	2,779	20,529,829	1,913,994	10,726,173 	Europe	73601	157	3	2,937
21	South Africa	1,602,031	+2,759	54,968 	+72	1,519,734	+476	27,329	546	26,721	917	10,968,926	182,957	59,953,584 	Africa	371,0915	46	1	456
22	Netherlands	1,577,754	+6,356	17,399 	+16	1,339,957	+6,631	220,398	726	91,903	1,013	13,171,698	767,238	17,167,676 	Europe	119871	370	0.9	12,838
23	Canada	1,305,770	+6,198	24,766 	+52	1,204,328	+7,509	76,676	1,327	34,337	651	33,001,128	867,813	38,027,907 	North America	291,5351	163	1	2,016
24	Chile	1,260,448	+3,902	27,384 	+28	1,199,432	+5,505	33,632	3,036	65,451	1,422	13,689,304	710,841	19,257,906 	South America	157031	203	1	1,746
25	Iraq	1,127,580	+4,666	15,855 	+21	1,023,584	+5,417	88,141	488	27,503	387	9,781,666	238,588	40,998,203 	Asia	362,5864	114	0.5	2,150
26	Philippines	1,118,339	+4,822	18,714 	+94	1,046,354	+8,235	53,271	750	10,090	169	12,416,105	112,020	110,838,623 	Asia	995,9239	44	0.8	481
