Position	Country	Total_Cases	New_Cases	Total_Deaths	New_Deaths	Total_Recovered	New_Recovered	Active_Cases	Serious_Critical	Tot_Cases/1M_pop	Deaths/1M_pop	Total_Tests	Tests/1M_pop	Population	Region	Bla
1	China	90,746	+7	4,636 		85,810	+15	300	1	63	3	160,000,000	111,163	1,439,323,776 	Asia	15,861310,4679			0.2
2	USA	33,454,581	+35,755	595,588 	+648	26,405,871	+81,114	6,453,122	9,002	100,569	1,790	457,294,673	1,374,686	332,653,797 	North America	105591	107	2	19,399
3	India	22,295,911	+409,300	242,398 	+4,133	18,311,498	+394,413	3,742,015	8,944	16,023	174	300,410,043	215,885	1,391,531,080 	Asia	625,7415	294	3	2,689
4	Brazil	15,150,628	+63,268	421,484 	+2,091	13,677,668	+37,190	1,051,476	8,318	70,849	1,971	46,834,128	219,010	213,844,242 	South America	145075	296	10	4,917
5	France	5,767,959	+20,745	106,277 	+176	4,833,157	+15,634	828,525	5,005	88,200	1,625	78,568,784	1,201,422	65,396,516 	Europe	116151	317	3	12,669
6	Turkey	5,016,141	+18,052	42,746 	+281	4,691,224	+28,896	282,171	3,175	58,937	502	49,192,673	577,990	85,109,837 	Asia	171,9912	212	3	3,315
7	Russia	4,871,843	+8,329	112,992 	+370	4,488,615	+8,255	270,236	2,300	33,372	774	131,100,000	898,020	145,987,781 	Europe	301,2921	57	3	1,851
8	UK	4,433,090	+2,047	127,603 	+5	4,245,744	+3,552	59,743	163	65,011	1,871	163,171,777	2,392,919	68,189,424 	Europe	155340	30	0.07	876
9	Italy	4,102,921	+10,176	122,694 	+224	3,590,107	+17,394	390,120	2,211	67,945	2,032	60,871,018	1,008,031	60,386,030 	Europe	154921	169	4	6,460
10	Spain	3,567,408		78,792 		3,248,010		240,606	2,183	76,275	1,685	47,213,067	1,009,469	46,770,209 	Europe	135941			5,144
11	Germany	3,519,250	+15,238	85,252 	+196	3,147,100	+18,300	286,898	5,049	41,890	1,015	56,836,969	676,534	84,012,027 	Europe	249851	181	2	3,415
12	Argentina	3,136,158	+18,024	67,042 	+170	2,798,328	+20,426	270,788	5,285	68,854	1,472	11,779,602	258,618	45,548,192 	South America	156794	396	4	5,945
13	Colombia	2,985,536	+16,910	77,359 	+492	2,806,310	+17,559	101,867	6,006	58,148	1,507	15,365,234	299,263	51,343,521 	South America	176643	329	10	1,984
